,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,8.31874,137.51295,496.07907,7.43418,1838.87059,REFPROP::R1336MZZZ,58.711
12,8.31874,70.0,287.09394,7.43418,1281.48763,REFPROP::R1336MZZZ,7.54886
13,8.31874,32.14695,238.86348,7.32267,1132.68253,REFPROP::R1336MZZZ,1.45256
14,8.31874,10.0,237.36677,0.39354,1132.68253,REFPROP::R1336MZZZ,-0.04415
15,8.31874,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,8.31874,65.0,435.18535,0.38764,1817.13646,REFPROP::R1336MZZZ,3.9713
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
18,8.31874,102.20046,456.49008,7.43418,1738.04428,REFPROP::R1336MZZZ,47.67099
19,8.31874,102.20046,330.97584,7.43418,1403.65215,REFPROP::R1336MZZZ,16.83988
28,10.0,78.70815,329.95278,5.0,1059.90464,REFPROP::water,30.49936
29,10.0,102.20018,428.74166,5.0,1331.68492,REFPROP::water,52.33366
