,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.80218,150.96652,509.93743,8.16479,1867.95606,REFPROP::R1336MZZZ,64.33382
12,7.80218,75.45826,294.32323,7.75655,1302.31338,REFPROP::R1336MZZZ,8.88134
13,7.80218,28.67254,234.60338,7.75655,1118.543,REFPROP::R1336MZZZ,1.19607
14,7.80218,10.0,233.36316,0.39354,1118.543,REFPROP::R1336MZZZ,-0.04415
15,7.80218,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,7.80218,75.45826,444.92765,0.39354,1844.75284,REFPROP::R1336MZZZ,5.89403
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
18,7.80218,105.54937,458.80156,8.02638,1741.10695,REFPROP::R1336MZZZ,49.11527
19,7.80218,104.79687,334.655,7.89031,1413.31275,REFPROP::R1336MZZZ,17.78364
28,10.0,77.50738,324.91616,5.0,1045.56581,REFPROP::water,29.52278
29,10.0,100.5485,421.77756,5.0,1313.09037,REFPROP::water,50.6346
