,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,8.45339,134.63367,492.70012,7.5445,1829.97044,REFPROP::R1336MZZZ,57.85214
12,8.45339,70.0,287.09527,7.5445,1281.4656,REFPROP::R1336MZZZ,7.55642
13,8.45339,27.17422,232.76166,7.5445,1112.47762,REFPROP::R1336MZZZ,1.07176
14,8.45339,10.0,231.64575,0.39354,1112.47762,REFPROP::R1336MZZZ,-0.04415
15,8.45339,10.0,386.95489,0.39354,1660.98246,REFPROP::R1336MZZZ,-0.04415
16,8.45339,70.0,439.81478,0.39354,1829.97044,REFPROP::R1336MZZZ,4.96679
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
18,8.45339,102.83922,456.93378,7.5445,1738.63233,REFPROP::R1336MZZZ,47.94818
19,8.45339,102.83922,331.8788,7.5445,1406.02975,REFPROP::R1336MZZZ,17.06962
28,10.0,79.03069,331.30582,5.0,1063.7483,REFPROP::water,30.76407
29,10.0,102.83995,431.44003,5.0,1338.86775,REFPROP::water,52.99821
