,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.77382,146.82782,506.13425,7.61568,1862.01939,REFPROP::R1336MZZZ,62.2116
12,7.77382,72.0,289.73347,7.46337,1289.15052,REFPROP::R1336MZZZ,8.01865
13,7.77382,28.89195,234.86002,7.35142,1119.49187,REFPROP::R1336MZZZ,1.18404
14,7.77382,5.0,234.86002,0.31368,1125.50309,REFPROP::R1336MZZZ,-0.51804
15,7.77382,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,7.77382,67.0,437.24244,0.29352,1837.13735,REFPROP::R1336MZZZ,0.36514
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
18,7.77382,102.9547,457.01386,7.56457,1738.73845,REFPROP::R1336MZZZ,47.99821
19,7.77382,102.66219,331.62841,7.5138,1405.37087,REFPROP::R1336MZZZ,17.00579
28,10.0,77.76984,326.01695,5.0,1048.70386,REFPROP::water,29.73503
29,10.0,100.95456,423.48938,5.0,1317.66863,REFPROP::water,51.05009
