,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.89825,147.43209,507.57335,7.09268,1868.6127,REFPROP::R1336MZZZ,61.78381
12,7.89825,70.0,287.08984,7.09268,1281.55588,REFPROP::R1336MZZZ,7.52543
13,7.89825,22.98482,227.64008,7.09268,1095.41507,REFPROP::R1336MZZZ,0.78145
14,7.89825,5.0,226.49104,0.31368,1095.41507,REFPROP::R1336MZZZ,-0.3676
15,7.89825,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,7.89825,70.0,440.01728,0.29799,1844.50065,REFPROP::R1336MZZZ,1.05506
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
18,7.89825,100.17648,455.07587,7.09268,1736.1701,REFPROP::R1336MZZZ,46.78745
19,7.89825,100.17648,328.12386,7.09268,1396.11383,REFPROP::R1336MZZZ,16.12237
28,10.0,77.73201,325.85828,5.0,1048.25168,REFPROP::water,29.7044
29,10.0,100.17682,420.21086,5.0,1308.89587,REFPROP::water,50.25558
