,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.68336,115.58068,499.24341,9.93266,1868.7838,REFPROP::R245fa,53.4418
12,7.68336,55.0,273.04765,9.93266,1240.93497,REFPROP::R245fa,5.02143
13,7.68336,28.73781,237.40878,9.78367,1127.81453,REFPROP::R245fa,1.41262
14,7.68336,10.0,235.98246,0.82417,1127.81453,REFPROP::R245fa,-0.0137
15,7.68336,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,7.68336,50.0,447.85797,0.81181,1868.7838,REFPROP::R245fa,2.05636
21,10.0,55.0,230.32905,1.013,767.98048,REFPROP::water,13.53396
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,7.68336,89.46309,468.92218,9.93266,1788.02251,REFPROP::R245fa,45.98813
19,7.68336,89.46309,323.23524,9.93266,1386.25283,REFPROP::R245fa,14.06227
28,10.0,64.21445,268.89,1.013,883.87075,REFPROP::water,19.28058
29,10.0,89.46285,374.80479,1.013,1186.61792,REFPROP::water,39.47251
