,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.52543,119.47251,503.99718,9.73937,1881.99783,REFPROP::R245fa,54.45401
12,7.52543,55.0,273.0446,9.73937,1240.97263,REFPROP::R245fa,5.00773
13,7.52543,24.5023,231.82655,9.73937,1109.20375,REFPROP::R245fa,1.10004
14,7.52543,10.0,230.71282,0.82417,1109.20375,REFPROP::R245fa,-0.0137
15,7.52543,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,7.52543,55.0,452.46001,0.82417,1881.99783,REFPROP::R245fa,2.91685
21,10.0,55.0,230.32905,1.013,767.98048,REFPROP::water,13.53396
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,7.52543,88.63405,468.4054,9.73937,1787.56568,REFPROP::R245fa,45.6007
19,7.52543,88.63405,321.97092,9.73937,1382.80909,REFPROP::R245fa,13.77305
28,10.0,63.79843,267.14821,1.013,878.70464,REFPROP::water,19.00158
29,10.0,88.63336,371.31735,1.013,1176.98937,REFPROP::water,38.71139
