,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.06519,132.35657,519.42284,9.18137,1923.86426,REFPROP::R245fa,58.0252
12,7.06519,55.0,273.03586,9.18137,1241.08147,REFPROP::R245fa,4.96816
13,7.06519,20.45774,226.51922,9.18137,1091.39103,REFPROP::R245fa,0.83637
14,7.06519,5.0,225.37245,0.66576,1091.39103,REFPROP::R245fa,-0.3104
15,7.06519,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,7.06519,55.0,452.83276,0.63247,1899.26263,REFPROP::R245fa,-1.59892
21,10.0,55.0,230.32905,1.013,767.98048,REFPROP::water,13.53396
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,7.06519,86.1692,466.85119,9.18137,1786.1877,REFPROP::R245fa,44.43666
19,7.06519,86.1692,318.23025,9.18137,1372.56957,REFPROP::R245fa,12.9317
28,10.0,62.63074,262.25975,1.013,864.17141,REFPROP::water,18.2282
29,10.0,86.16871,360.95882,1.013,1148.25955,REFPROP::water,36.48771
