,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.42502,122.08134,507.15394,9.61697,1890.69064,REFPROP::R245fa,55.14941
12,7.42502,55.0,273.04268,9.61697,1240.99649,REFPROP::R245fa,4.99905
13,7.42502,28.74077,237.40381,9.47271,1127.87548,REFPROP::R245fa,1.3904
14,7.42502,10.0,235.99972,0.82417,1127.87548,REFPROP::R245fa,-0.0137
15,7.42502,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,7.42502,50.0,447.85797,0.81181,1868.7838,REFPROP::R245fa,2.05636
21,10.0,55.0,230.32905,1.013,767.98048,REFPROP::water,13.53396
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,7.42502,88.10261,468.07252,9.61697,1787.271,REFPROP::R245fa,45.35126
19,7.42502,88.10261,321.16211,9.61697,1380.60152,REFPROP::R245fa,13.58931
28,10.0,63.53798,266.05781,1.013,875.46728,REFPROP::water,18.82783
29,10.0,88.102,369.08366,1.013,1170.81074,REFPROP::water,38.22719
