,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,7.42806,126.91974,510.68755,10.97803,1892.5002,REFPROP::R245fa,58.17064
12,7.42806,63.36606,284.82407,10.42912,1276.25082,REFPROP::R245fa,6.79818
13,7.42806,31.75347,241.42223,10.27269,1140.92154,REFPROP::R245fa,1.71482
14,7.42806,10.0,239.69371,0.82417,1140.92154,REFPROP::R245fa,-0.0137
15,7.42806,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,7.42806,58.36606,455.62095,0.81181,1892.5002,REFPROP::R245fa,3.10404
21,10.0,55.0,230.32905,1.013,767.98048,REFPROP::water,13.53396
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,7.42806,93.00834,471.09562,10.79192,1789.93169,REFPROP::R245fa,47.62099
19,7.42806,92.27177,327.54241,10.60897,1397.92079,REFPROP::R245fa,15.06566
28,10.0,62.58313,262.06047,1.013,863.57787,REFPROP::water,18.19698
29,10.0,88.00896,368.69259,1.013,1169.72804,REFPROP::water,38.14268
