,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.345757695898092,10.000000000001648,217.1889827409063,3.7276418391763033,1061.3876017216728,REFPROP::R152a,43.86852
32,7.345757695898092,11.565866081712954,220.79013349870291,32.542796073495005,1063.2561177736127,REFPROP::R152a,46.9406
33,7.345757695898092,25.7470460212283,245.53870698092183,32.05465413239258,1148.2543282271079,REFPROP::R152a,47.62193
34,7.345757695898092,140.0000000000001,629.0528208884606,32.05465413239258,2215.839092766681,REFPROP::R152a,128.84942
35,7.345757695898092,38.275366616846384,546.0781517323236,3.784407958554622,2215.83909276668,REFPROP::R152a,45.87475
36,7.345757695898092,16.56586614570932,521.3295782501046,3.7276418391763033,2135.2159583774633,REFPROP::R152a,43.95462
41,10,140.00000000000085,589.2513914025425,5.0,1739.0745003453267,REFPROP::water,97.49103
42,10,70.00000000000034,293.4485704770856,5.0,954.8526003313833,REFPROP::water,23.74064
38,7.345757695898092,95.41918833323808,390.8270814500361,32.05465413239258,1581.9163281803985,REFPROP::R152a,70.11891
39,7.345757695898092,95.41918835441601,539.7091965352869,32.05465413239258,1985.8625067565913,REFPROP::R152a,104.62367
48,10,124.6149546798967,523.621729785367,5.0,1577.193135935229,REFPROP::water,77.69808
49,10,95.42003163447202,400.1738899651876,5.0,1254.8796876243366,REFPROP::water,45.51329
