,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.765206180807581,14.999999998451301,225.92838827832622,4.385826334599551,1091.7349524309925,REFPROP::R152a,44.01508
32,7.765206180807581,16.106175932748783,228.50849666262064,28.292508890045266,1091.734952472159,REFPROP::R152a,46.59519
33,7.765206180807581,39.98057670033023,271.2729480211623,28.292508890045266,1233.73438172821,REFPROP::R152a,49.1525
34,7.765206180807581,139.99999999999983,635.4737648651131,28.292508890045266,2243.65206034977,REFPROP::R152a,127.39512
35,7.765206180807581,54.084768043393865,562.3755055673722,4.616659299578475,2243.6520603501285,REFPROP::R152a,54.29686
36,7.765206180807581,17.106176040484456,518.5875886877822,4.616659299578475,2101.652631094043,REFPROP::R152a,50.71609
41,10,140.00000000000034,589.2513914025415,5.0,1739.0745003453264,REFPROP::water,97.49103
42,10,70.00000000000091,293.44857047710286,5.0,954.8526003312693,REFPROP::water,23.74064
38,7.765206180807581,89.15309255715698,374.7686788545856,28.292508890045266,1539.523569877428,REFPROP::R152a,66.06402
39,7.765206180807581,89.1530925900621,542.3079610651899,28.292508890045266,2001.952088277918,REFPROP::R152a,102.66667
48,10,123.0345834252999,516.9062238518344,5.0,1560.2764101026733,REFPROP::water,75.77254
49,10,89.15391270979421,373.81513935263615,5.0,1182.7486687033854,REFPROP::water,39.57844
