,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,8.407645643551875,14.999999999999545,225.9283882764219,4.385826152900167,1091.734952492609,REFPROP::R152a,44.01508
32,8.407645643551875,16.040904758511772,228.231607449069,22.514491953280686,1092.9300154430896,REFPROP::R152a,45.97991
33,8.407645643551875,48.621153681280475,287.5902440559499,22.176774573981476,1287.3864706629702,REFPROP::R152a,50.27821
34,8.407645643551875,134.9999999999999,639.4162289585352,21.0679358452824,2283.745713048671,REFPROP::R152a,119.98507
35,8.407645643551875,71.13791678319865,582.6313472197179,4.686963561742097,2302.212519485353,REFPROP::R152a,57.97131
36,8.407645643551875,21.04090483383891,523.2727106128372,4.616659108315965,2117.685619229625,REFPROP::R152a,50.86147
41,10,140.00000000000085,589.2513914025425,5.0,1739.0745003453267,REFPROP::water,97.49103
42,10,70.00000000000034,293.4485704770856,5.0,954.8526003313833,REFPROP::water,23.74064
38,8.407645643551875,76.62443546968768,345.5668251924935,21.800824410645003,1460.0850595374773,REFPROP::R152a,59.35518
39,8.407645643551875,75.82935332866015,543.2231645264367,21.431247515199285,2026.6176625579137,REFPROP::R152a,96.59781
48,10,121.02559044849431,508.3756714912988,5.0,1538.689877616087,REFPROP::water,73.35421
49,10,81.6253141170177,342.1932254591549,5.0,1094.549233134411,REFPROP::water,32.93019
