,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,7.629506276966932,9.999999999998295,217.18898274026697,3.727641817634074,1061.3876017275302,REFPROP::R152a,43.86852
32,7.629506276966932,11.128427260300612,219.94058336316994,29.55136573544661,1061.3876017275588,REFPROP::R152a,46.62012
33,7.629506276966932,35.42029074297881,262.90150175602133,29.55136573544661,1206.3408815660603,REFPROP::R152a,48.53752
34,7.629506276966932,140.00000000000017,633.3680950571027,29.55136573544661,2234.2211552627546,REFPROP::R152a,127.95982
35,7.629506276966932,49.31511345073005,559.0047696952823,3.727641817634074,2258.404583712883,REFPROP::R152a,46.74895
36,7.629506276966932,11.128427366134076,515.083400444587,3.727641817634074,2113.4513038743617,REFPROP::R152a,43.8711
41,10,140.0,589.2513914025407,5.0,1739.0745003453276,REFPROP::water,97.49103
42,10,70.0000000000025,293.4485704770966,5.0,954.8526003313693,REFPROP::water,23.74064
38,7.629506276966932,91.31922367518376,380.17626280767,29.55136573544661,1553.8929648463863,REFPROP::R152a,67.40291
39,7.629506276966932,91.31922370237339,541.6215446834514,29.55136573544661,1996.852950155774,REFPROP::R152a,103.42407
48,10,123.5870440739833,519.253303205957,5.0,1566.1964899441039,REFPROP::water,76.44335
49,10,91.32020805896394,382.92342303443166,5.0,1207.8137011387125,REFPROP::water,41.58956
