,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.84915,15.0,220.48045,4.88373,1072.43282,REFPROP::R134a,30.78036
32,2.84915,16.36115,222.69083,28.31534,1073.57853,REFPROP::R134a,32.66633
33,2.84915,17.52089,224.27885,27.89061,1079.17007,REFPROP::R134a,32.6711
34,2.84915,90.0,445.56023,26.49608,1731.46511,REFPROP::R134a,69.25514
35,2.84915,23.20191,414.15716,5.21906,1739.47405,REFPROP::R134a,35.58435
36,2.84915,21.36115,412.56915,5.14077,1735.18351,REFPROP::R134a,35.21119
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.84915,81.9045,326.05691,27.41779,1393.66078,REFPROP::R134a,45.40112
39,2.84915,81.09667,428.66501,26.95299,1683.46037,REFPROP::R134a,65.95247
48,10.0,93.85649,393.28799,1.013,1237.28379,REFPROP::water,43.60966
49,10.0,86.90514,364.05337,1.013,1156.86301,REFPROP::water,37.14619
