,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.86229,15.0,220.48045,4.88373,1072.43282,REFPROP::R134a,30.78036
32,2.86229,16.35951,222.68812,28.28659,1073.57713,REFPROP::R134a,32.66402
33,2.86229,18.30432,225.35809,27.86229,1082.88582,REFPROP::R134a,32.69823
34,2.86229,90.0,445.62406,26.46918,1731.69558,REFPROP::R134a,69.25372
35,2.86229,24.32133,415.23752,5.21906,1743.1127,REFPROP::R134a,35.63442
36,2.86229,21.35951,412.56756,5.14077,1735.17813,REFPROP::R134a,35.21113
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.86229,81.85642,325.96326,27.38996,1393.40557,REFPROP::R134a,45.37973
39,2.86229,81.04876,428.67236,26.92563,1683.5293,REFPROP::R134a,65.9403
48,10.0,93.84737,393.24963,1.013,1237.17927,REFPROP::water,43.6009
49,10.0,86.85707,363.85133,1.013,1156.30184,REFPROP::water,37.10305
