,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.79615,12.0,216.32883,4.43014,1058.07626,REFPROP::R134a,30.6938
32,2.79615,13.35096,218.57399,28.43095,1059.25224,REFPROP::R134a,32.60598
33,2.79615,14.27357,219.82613,28.00448,1063.73375,REFPROP::R134a,32.58919
34,2.79615,90.0,445.30223,26.60426,1730.53569,REFPROP::R134a,69.26031
35,2.79615,19.85357,412.47748,4.58939,1743.06575,REFPROP::R134a,32.88767
36,2.79615,18.35096,411.22534,4.52055,1739.87985,REFPROP::R134a,32.53762
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.79615,82.09744,326.4334,27.52974,1394.68633,REFPROP::R134a,45.48723
39,2.79615,81.28892,428.6347,27.06304,1683.18182,REFPROP::R134a,66.00102
48,10.0,93.89289,393.4412,1.013,1237.70125,REFPROP::water,43.64468
49,10.0,87.09809,364.86421,1.013,1159.1144,REFPROP::water,37.31955
