,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.86319,15.0,220.48045,4.88373,1072.43282,REFPROP::R134a,30.78036
32,2.86319,16.09833,222.32289,27.86033,1072.43282,REFPROP::R134a,32.6228
33,2.86319,18.35814,225.4323,27.86033,1083.14096,REFPROP::R134a,32.70019
34,2.86319,90.0,445.62847,26.46732,1731.71151,REFPROP::R134a,69.25362
35,2.86319,20.30677,411.54843,5.14077,1731.71151,REFPROP::R134a,35.17358
36,2.86319,17.09833,408.4233,5.14077,1721.00337,REFPROP::R134a,35.08045
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.86319,81.8531,325.95678,27.38803,1393.38792,REFPROP::R134a,45.37825
39,2.86319,81.04545,428.67286,26.92374,1683.53406,REFPROP::R134a,65.93945
48,10.0,93.84674,393.24697,1.013,1237.17204,REFPROP::water,43.60029
49,10.0,86.85374,363.83736,1.013,1156.26302,REFPROP::water,37.10007
