,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.85027,15.0,220.48045,4.88373,1072.43282,REFPROP::R134a,30.78036
32,2.85027,16.47019,222.87073,30.22851,1073.67135,REFPROP::R134a,32.81995
33,2.85027,16.21256,222.5101,29.77508,1072.55083,REFPROP::R134a,32.77659
34,2.85027,93.0,443.7045,29.17958,1721.31623,REFPROP::R134a,70.27307
35,2.85027,21.29833,412.31392,5.21906,1733.2342,REFPROP::R134a,35.50792
36,2.85027,21.47019,412.67456,5.14077,1735.54136,REFPROP::R134a,35.21528
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.85027,85.5172,333.28389,29.57524,1413.23838,REFPROP::R134a,47.08471
39,2.85027,85.19382,427.69708,29.37674,1676.77279,REFPROP::R134a,66.87812
48,10.0,93.91616,393.53914,1.013,1237.96807,REFPROP::water,43.66706
49,10.0,87.51795,366.6288,1.013,1164.00981,REFPROP::water,37.69801
