,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.86164,15.0,220.48045,4.88373,1072.43282,REFPROP::R134a,30.78036
32,2.86164,16.23722,222.52027,28.288,1072.99684,REFPROP::R134a,32.66048
33,2.86164,18.26594,225.30517,27.86368,1082.70385,REFPROP::R134a,32.69683
34,2.86164,90.0,445.62092,26.4705,1731.68424,REFPROP::R134a,69.25379
35,2.86164,24.31789,415.23421,5.21906,1743.10156,REFPROP::R134a,35.63426
36,2.86164,21.23722,412.44931,5.14077,1734.77653,REFPROP::R134a,35.2066
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.86164,81.85879,325.96787,27.39133,1393.41814,REFPROP::R134a,45.38078
39,2.86164,81.05112,428.672,26.92698,1683.52591,REFPROP::R134a,65.9409
48,10.0,93.84782,393.25152,1.013,1237.18443,REFPROP::water,43.60133
49,10.0,86.85944,363.86129,1.013,1156.3295,REFPROP::water,37.10517
