,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.79393,10.0,213.57723,4.14607,1048.47213,REFPROP::R134a,30.66161
32,2.79393,11.07114,215.46442,28.00923,1048.47213,REFPROP::R134a,32.54879
33,2.79393,14.13489,219.63669,28.00923,1063.07317,REFPROP::R134a,32.58679
34,2.79393,90.0,445.29144,26.60877,1730.49688,REFPROP::R134a,69.26051
35,2.79393,16.55715,410.46736,4.14607,1743.58132,REFPROP::R134a,30.73156
36,2.79393,12.07114,406.27021,4.14607,1728.98028,REFPROP::R134a,30.66871
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.79393,82.10546,326.44908,27.5344,1394.72902,REFPROP::R134a,45.49082
39,2.79393,81.29692,428.63341,27.06763,1683.17017,REFPROP::R134a,66.00303
48,10.0,93.8944,393.44755,1.013,1237.71854,REFPROP::water,43.64613
49,10.0,87.10611,364.89792,1.013,1159.20797,REFPROP::water,37.32677
