,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,2.74958,10.0,213.57723,4.14607,1048.47213,REFPROP::R134a,30.66161
32,2.74958,11.31654,215.79941,28.104,1049.62396,REFPROP::R134a,32.55765
33,2.74958,11.30221,215.77995,28.104,1049.55556,REFPROP::R134a,32.55756
34,2.74958,90.0,445.07506,26.6988,1729.72008,REFPROP::R134a,69.26408
35,2.74958,12.29576,406.4813,4.14607,1729.72008,REFPROP::R134a,30.67032
36,2.74958,12.31654,406.50083,4.14607,1729.78848,REFPROP::R134a,30.67048
41,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
42,10.0,80.0,335.05524,1.013,1075.54287,REFPROP::water,31.17386
38,2.74958,82.26554,326.76221,27.62757,1395.58146,REFPROP::R134a,45.56258
39,2.74958,81.45643,428.6072,27.15921,1682.93663,REFPROP::R134a,66.04295
48,10.0,93.92437,393.57373,1.013,1238.06229,REFPROP::water,43.67497
49,10.0,87.26619,365.57067,1.013,1161.07496,REFPROP::water,37.47087
