,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,3.5904,154.97793,542.97373,11.20985,1969.3615,REFPROP::R245fa,68.69355
12,3.5904,80.0,308.9577,10.64935,1346.18535,REFPROP::R245fa,11.12985
13,3.5904,34.32467,244.85578,10.48961,1152.08169,REFPROP::R245fa,1.98837
14,3.5904,5.0,244.85578,0.66576,1161.43716,REFPROP::R245fa,-0.66063
15,3.5904,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,3.5904,75.0,471.69175,0.62298,1955.96505,REFPROP::R245fa,1.20477
21,10.0,75.0,314.08053,1.013,1015.72525,REFPROP::water,27.13651
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,3.5904,93.91285,471.64013,11.01981,1790.40586,REFPROP::R245fa,48.03123
19,3.5904,93.17244,328.93161,10.833,1401.66322,REFPROP::R245fa,15.39519
28,10.0,76.71002,321.25196,1.013,1036.27351,REFPROP::water,28.4897
29,10.0,88.91231,372.49006,1.013,1180.22959,REFPROP::water,38.96663
