,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,3.83059,139.99079,527.08429,9.99302,1937.9171,REFPROP::R245fa,61.70758
12,3.83059,75.0,301.5916,9.99302,1325.33679,REFPROP::R245fa,9.66701
13,3.83059,30.99347,240.40443,9.99302,1137.64864,REFPROP::R245fa,1.62374
14,3.83059,10.0,238.76699,0.82417,1137.64864,REFPROP::R245fa,-0.0137
15,3.83059,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,3.83059,75.0,471.36673,0.82417,1937.9171,REFPROP::R245fa,5.99003
21,10.0,75.0,314.08053,1.013,1015.72525,REFPROP::water,27.13651
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,3.83059,89.71949,469.08137,9.99302,1788.16306,REFPROP::R245fa,46.10753
19,3.83059,89.71949,323.6269,9.99302,1387.31791,REFPROP::R245fa,14.15236
28,10.0,77.01265,322.52134,1.013,1039.9002,REFPROP::water,28.73218
29,10.0,89.71931,375.88317,1.013,1189.59077,REFPROP::water,39.70912
