,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,3.77102,143.29516,530.95339,9.92717,1947.6096,REFPROP::R245fa,62.83225
12,3.77102,75.0,301.59174,9.92717,1325.35307,REFPROP::R245fa,9.66254
13,3.77102,36.09678,247.20951,9.77827,1159.89043,REFPROP::R245fa,2.13106
14,3.77102,10.0,245.06475,0.82417,1159.89043,REFPROP::R245fa,-0.0137
15,3.77102,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,3.77102,70.0,466.60132,0.81181,1925.05215,REFPROP::R245fa,4.86733
21,10.0,75.0,314.08053,1.013,1015.72525,REFPROP::water,27.13651
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,3.77102,89.43973,468.90766,9.92717,1788.00968,REFPROP::R245fa,45.97724
19,3.77102,89.43973,323.19956,9.92717,1386.15579,REFPROP::R245fa,14.05408
28,10.0,76.94292,322.22889,1.013,1039.06492,REFPROP::water,28.67624
29,10.0,89.43891,374.70411,1.013,1186.34027,REFPROP::water,39.45045
