,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,3.52256,154.20679,543.05013,10.33571,1974.04337,REFPROP::R245fa,67.44427
12,3.52256,77.0,304.52688,10.129,1333.71089,REFPROP::R245fa,10.23116
13,3.52256,33.16407,243.29277,9.97706,1147.11548,REFPROP::R245fa,1.83154
14,3.52256,5.0,243.29277,0.66576,1155.81786,REFPROP::R245fa,-0.63253
15,3.52256,3.82993,407.58983,0.63247,1749.57219,REFPROP::R245fa,-4.45702
16,3.52256,72.0,468.82394,0.62298,1947.69208,REFPROP::R245fa,0.67945
21,10.0,75.0,314.08053,1.013,1015.72525,REFPROP::water,27.13651
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,3.52256,90.86623,469.78962,10.26634,1788.78716,REFPROP::R245fa,46.63906
19,3.52256,90.57933,324.94256,10.19744,1390.88967,REFPROP::R245fa,14.45667
28,10.0,76.71481,321.27207,1.013,1036.33098,REFPROP::water,28.49353
29,10.0,88.86598,372.29527,1.013,1179.69154,REFPROP::water,38.92419
