,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,3.55598,158.77831,547.50453,11.12173,1980.33449,REFPROP::R245fa,70.11735
12,3.55598,81.52233,311.22332,10.56564,1352.60722,REFPROP::R245fa,11.57711
13,3.55598,33.1547,243.29613,10.56564,1146.98078,REFPROP::R245fa,1.87305
14,3.55598,10.0,241.40938,0.82417,1146.98078,REFPROP::R245fa,-0.0137
15,3.55598,10.0,412.2191,0.82417,1750.22895,REFPROP::R245fa,-0.0137
16,3.55598,81.52233,477.67037,0.82417,1955.85539,REFPROP::R245fa,7.21444
21,10.0,75.0,314.08053,1.013,1015.72525,REFPROP::water,27.13651
22,10.0,95.0,398.10169,1.013,1250.37953,REFPROP::water,44.71531
18,3.55598,93.57069,471.43465,10.93319,1790.22716,REFPROP::R245fa,47.87636
19,3.55598,92.83173,328.40564,10.74784,1400.24747,REFPROP::R245fa,15.27009
28,10.0,76.45695,320.19053,1.013,1033.23854,REFPROP::water,28.28762
29,10.0,88.5701,371.05138,1.013,1176.25416,REFPROP::water,38.6536
