,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.6162,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.6162,10.86317,219.28564,23.39275,1061.3876,REFPROP::R152a,45.96518
33,4.6162,15.71745,227.68277,23.04186,1090.83445,REFPROP::R152a,46.02443
34,4.6162,105.0,592.1081,21.88977,2159.38267,REFPROP::R152a,107.89034
35,4.6162,23.35627,528.92046,3.78441,2159.38267,REFPROP::R152a,44.70269
36,4.6162,15.86317,520.52333,3.72764,2132.42969,REFPROP::R152a,43.9373
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.6162,78.4159,349.56763,22.65125,1471.16431,REFPROP::R152a,60.2189
39,4.6162,77.61343,543.35782,22.26725,2023.80043,REFPROP::R152a,97.53017
48,10.0,104.67216,439.17058,5.0,1359.37832,REFPROP::water,54.92119
49,10.0,83.41668,349.7131,5.0,1115.69205,REFPROP::water,34.46348
