,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.39328,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.39328,10.95738,219.51766,25.57367,1061.3876,REFPROP::R152a,46.1972
33,4.39328,15.42304,227.2426,25.57367,1088.36598,REFPROP::R152a,46.28321
34,4.39328,110.0,591.82935,25.57367,2143.77904,REFPROP::R152a,112.02975
35,4.39328,18.73721,523.81972,3.72764,2143.77904,REFPROP::R152a,44.02013
36,4.39328,11.95738,516.03694,3.72764,2116.80067,REFPROP::R152a,43.87627
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.39328,84.20616,362.86667,25.57367,1507.5356,REFPROP::R152a,63.2194
39,4.39328,84.20616,543.22472,25.57367,2012.23671,REFPROP::R152a,100.67134
48,10.0,104.94481,440.32133,5.0,1362.42298,REFPROP::water,55.20985
49,10.0,84.20711,353.03199,5.0,1124.98967,REFPROP::water,35.14975
