,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.39526,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.39526,11.19096,219.91965,25.56671,1062.80454,REFPROP::R152a,46.19798
33,4.39526,15.51289,227.39862,25.56671,1088.90914,REFPROP::R152a,46.28543
34,4.39526,110.0,591.8456,25.56671,2143.84695,REFPROP::R152a,112.02677
35,4.39526,18.7545,523.83955,3.72764,2143.84695,REFPROP::R152a,44.02072
36,4.39526,12.19096,516.30553,3.72764,2117.74235,REFPROP::R152a,43.87822
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.39526,84.19299,362.8357,25.56671,1507.45168,REFPROP::R152a,63.21219
39,4.39526,84.19299,543.22612,25.56671,2012.26199,REFPROP::R152a,100.66558
48,10.0,104.94099,440.30519,5.0,1362.38027,REFPROP::water,55.20579
49,10.0,84.19393,352.97665,5.0,1124.8348,REFPROP::water,35.13826
