,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.53193,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,4.53193,15.97694,228.20265,25.45215,1091.73495,REFPROP::R152a,46.28933
33,4.53193,21.59608,238.03827,25.07037,1125.56812,REFPROP::R152a,46.54509
34,4.53193,110.0,592.99532,25.07037,2148.69133,REFPROP::R152a,111.80481
35,4.53193,29.47448,533.03232,4.68696,2148.69133,REFPROP::R152a,51.84181
36,4.53193,20.97694,523.1967,4.61666,2117.42723,REFPROP::R152a,50.85862
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.53193,83.24637,360.61953,25.07037,1501.43788,REFPROP::R152a,62.69883
39,4.53193,83.24637,543.31345,25.07037,2014.05231,REFPROP::R152a,100.24598
48,10.0,104.66947,439.15922,5.0,1359.34826,REFPROP::water,54.91834
49,10.0,83.2472,349.00154,5.0,1113.69599,REFPROP::water,34.3171
