,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.68431,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,4.68431,15.93266,228.0981,24.48169,1091.73495,REFPROP::R152a,46.18479
33,4.68431,28.1065,249.60625,24.48169,1164.60489,REFPROP::R152a,47.05981
34,4.68431,110.0,594.33675,24.48169,2154.44688,REFPROP::R152a,111.51656
35,4.68431,35.33004,540.18105,4.61666,2173.80885,REFPROP::R152a,51.87851
36,4.68431,16.93266,518.38049,4.61666,2100.93891,REFPROP::R152a,50.71108
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.68431,82.10482,357.97016,24.48169,1494.22407,REFPROP::R152a,62.09205
39,4.68431,82.10482,543.3859,24.48169,2016.14731,REFPROP::R152a,99.72523
48,10.0,104.34923,437.80776,5.0,1355.76975,REFPROP::water,54.58014
49,10.0,82.1057,344.20954,5.0,1100.22876,REFPROP::water,33.33835
