,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.67033,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.67033,11.04168,219.5745,22.8026,1062.62544,REFPROP::R152a,45.90354
33,4.67033,18.43144,232.41792,22.8026,1107.23911,REFPROP::R152a,46.11461
34,4.67033,105.0,592.61935,21.66247,2161.75433,REFPROP::R152a,107.73005
35,4.67033,23.35124,529.10784,3.72764,2161.75433,REFPROP::R152a,44.21854
36,4.67033,12.04168,516.13389,3.72764,2117.14065,REFPROP::R152a,43.87695
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.67033,77.9256,348.46772,22.41604,1468.12489,REFPROP::R152a,59.9796
39,4.67033,77.12514,543.32744,22.03603,2024.58278,REFPROP::R152a,97.27826
48,10.0,104.54969,438.65372,5.0,1358.01012,REFPROP::water,54.79174
49,10.0,82.92473,347.64771,5.0,1109.89563,REFPROP::water,34.03935
