,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.59413,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,4.59413,15.94877,228.13612,24.83458,1091.73495,REFPROP::R152a,46.22281
33,4.59413,24.28729,242.79626,24.83458,1141.72483,REFPROP::R152a,46.72831
34,4.59413,110.0,593.53545,24.83458,2150.99509,REFPROP::R152a,111.69263
35,4.59413,29.42963,533.21099,4.61666,2150.99509,REFPROP::R152a,51.36817
36,4.59413,16.94877,518.39972,4.61666,2101.00521,REFPROP::R152a,50.71154
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.59413,82.79161,359.56114,24.83458,1498.55929,REFPROP::R152a,62.45552
39,4.59413,82.79161,543.34651,24.83458,2014.89501,REFPROP::R152a,100.04043
48,10.0,104.54104,438.61723,5.0,1357.91348,REFPROP::water,54.78261
49,10.0,82.79234,347.09192,5.0,1108.33446,REFPROP::water,33.9256
