,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.77317,12.0,220.67259,3.98114,1073.55182,REFPROP::R152a,43.90783
32,4.77317,13.04436,223.03065,22.68489,1074.78817,REFPROP::R152a,45.91582
33,4.77317,23.38784,241.1474,22.34462,1137.09547,REFPROP::R152a,46.39026
34,4.77317,105.0,593.58869,21.22739,2166.31008,REFPROP::R152a,107.40943
35,4.77317,33.81744,539.91301,4.12426,2185.90292,REFPROP::R152a,48.18604
36,4.77317,18.04436,521.79626,4.06239,2127.04417,REFPROP::R152a,46.73514
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.77317,76.9761,346.34834,21.96582,1462.25442,REFPROP::R152a,59.52244
39,4.77317,76.17957,543.25466,21.59345,2026.07343,REFPROP::R152a,96.78341
48,10.0,104.31171,437.64943,5.0,1355.35029,REFPROP::water,54.54057
49,10.0,81.97543,343.66274,5.0,1098.68929,REFPROP::water,33.22745
