,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.42877,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.42877,10.96866,219.54549,25.83534,1061.3876,REFPROP::R152a,46.22504
33,4.42877,17.02664,230.03185,25.44781,1098.05177,REFPROP::R152a,46.32994
34,4.42877,110.0,592.12261,25.44781,2145.00691,REFPROP::R152a,111.97534
35,4.42877,25.28102,531.13073,3.78441,2166.81299,REFPROP::R152a,44.80907
36,4.42877,15.96866,520.64437,3.72764,2132.84843,REFPROP::R152a,43.93978
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.42877,83.96753,362.30624,25.44781,1506.01662,REFPROP::R152a,63.08907
39,4.42877,83.96753,543.24923,25.44781,2012.69295,REFPROP::R152a,100.56666
48,10.0,104.87574,440.02981,5.0,1361.65187,REFPROP::water,55.13666
49,10.0,83.96845,352.02984,5.0,1122.1844,REFPROP::water,34.94191
