,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.4888,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.4888,11.17281,219.87765,25.23032,1062.78275,REFPROP::R152a,46.16216
33,4.4888,19.70189,234.70858,25.23032,1114.17553,REFPROP::R152a,46.44122
34,4.4888,110.0,592.62673,25.23032,2147.12961,REFPROP::R152a,111.87842
35,4.4888,25.24801,531.2815,3.72764,2169.06201,REFPROP::R152a,44.32303
36,4.4888,12.17281,516.28467,3.72764,2117.66923,REFPROP::R152a,43.87806
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.4888,83.55297,361.33539,25.23032,1503.38247,REFPROP::R152a,62.86408
39,4.4888,83.55297,543.28794,25.23032,2013.47787,REFPROP::R152a,100.38312
48,10.0,104.75673,439.52751,5.0,1360.32291,REFPROP::water,55.01065
49,10.0,83.5538,350.2888,5.0,1117.3063,REFPROP::water,34.5821
