,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.6687,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.6687,10.83795,219.22361,22.80984,1061.3876,REFPROP::R152a,45.90315
33,4.6687,18.35062,232.27648,22.80984,1106.75124,REFPROP::R152a,46.1113
34,4.6687,105.0,592.60393,21.66935,2161.68247,REFPROP::R152a,107.73497
35,4.6687,23.33265,529.08653,3.72764,2161.68247,REFPROP::R152a,44.21758
36,4.6687,11.83795,515.8996,3.72764,2116.31884,REFPROP::R152a,43.87536
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.6687,77.94049,348.50108,22.42316,1468.21714,REFPROP::R152a,59.98684
39,4.6687,77.13997,543.32843,22.04303,2024.55914,REFPROP::R152a,97.28595
48,10.0,104.55341,438.66944,5.0,1358.05173,REFPROP::water,54.79568
49,10.0,82.93966,347.71037,5.0,1110.07159,REFPROP::water,34.05218
