,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.75128,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.75128,10.82203,219.1845,22.44234,1061.3876,REFPROP::R152a,45.86404
33,4.75128,22.35424,239.3179,22.44234,1130.8789,REFPROP::R152a,46.32098
34,4.75128,105.0,593.38286,21.32022,2165.33609,REFPROP::R152a,107.47938
35,4.75128,29.62203,536.29634,3.72764,2185.7459,REFPROP::R152a,44.61383
36,4.75128,11.82203,515.88129,3.72764,2116.25461,REFPROP::R152a,43.87524
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.75128,77.17993,346.80216,22.06189,1463.513,REFPROP::R152a,59.61989
39,4.75128,76.38255,543.27181,21.68788,2025.75607,REFPROP::R152a,96.89042
48,10.0,104.36292,437.86554,5.0,1355.92281,REFPROP::water,54.59458
49,10.0,82.17902,344.51734,5.0,1101.09507,REFPROP::water,33.40085
