,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,4.48677,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,4.48677,10.94289,219.48193,25.23776,1061.3876,REFPROP::R152a,46.16147
33,4.48677,19.6123,234.55148,25.23776,1113.63622,REFPROP::R152a,46.43682
34,4.48677,110.0,592.60955,25.23776,2147.05699,REFPROP::R152a,111.8818
35,4.48677,25.22948,531.26026,3.72764,2168.99084,REFPROP::R152a,44.32194
36,4.48677,11.94289,516.02028,3.72764,2116.74222,REFPROP::R152a,43.87616
41,10.0,110.0,461.6747,5.0,1418.52488,REFPROP::water,60.67796
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,4.48677,83.5672,361.36864,25.23776,1503.47276,REFPROP::R152a,62.87177
39,4.48677,83.5672,543.28669,25.23776,2013.4511,REFPROP::R152a,100.38945
48,10.0,104.76079,439.54466,5.0,1360.3683,REFPROP::water,55.01496
49,10.0,83.56803,350.34854,5.0,1117.47377,REFPROP::water,34.59442
