,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,6.00458,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,6.00458,16.08198,228.32334,23.23797,1092.97745,REFPROP::R152a,46.05821
33,6.00458,32.4057,257.34577,22.8894,1190.70168,REFPROP::R152a,47.41003
34,6.00458,115.0,608.03627,21.74493,2201.61841,REFPROP::R152a,111.85946
35,6.00458,45.78535,552.34395,4.68696,2210.84473,REFPROP::R152a,53.5547
36,6.00458,21.08198,523.32151,4.61666,2117.85149,REFPROP::R152a,50.8633
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,6.00458,78.10393,348.86733,22.50137,1469.22969,REFPROP::R152a,60.06638
39,6.00458,77.30274,543.33906,22.11992,2024.29924,REFPROP::R152a,97.37017
48,10.0,110.828,465.17552,5.0,1427.65198,REFPROP::water,61.59445
49,10.0,83.10474,348.40342,5.0,1112.01741,REFPROP::water,34.19427
