,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.4281,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.4281,11.28932,220.14755,27.39292,1062.92259,REFPROP::R152a,46.39246
33,5.4281,19.92706,235.1585,27.39292,1114.90848,REFPROP::R152a,46.6836
34,5.4281,120.0,604.56946,27.39292,2170.12449,REFPROP::R152a,117.31015
35,5.4281,25.52477,531.59869,3.72764,2170.12449,REFPROP::R152a,44.33938
36,5.4281,12.28932,516.41862,3.72764,2118.13861,REFPROP::R152a,43.87911
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.4281,87.55866,370.86948,27.39292,1529.09996,REFPROP::R152a,65.11627
39,5.4281,87.55866,542.69466,27.39292,2005.4544,REFPROP::R152a,102.06168
48,10.0,112.07204,470.43722,5.0,1441.33296,REFPROP::water,62.98238
49,10.0,87.55943,367.11383,5.0,1164.21146,REFPROP::water,38.12593
