,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.87891,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.87891,10.87123,219.30545,23.57893,1061.3876,REFPROP::R152a,45.98499
33,5.87891,27.52639,248.55088,23.57893,1161.43199,REFPROP::R152a,46.90286
34,5.87891,115.0,606.73785,22.39999,2195.29298,REFPROP::R152a,112.35208
35,5.87891,37.83473,545.73286,3.72764,2216.49752,REFPROP::R152a,45.34303
36,5.87891,11.87123,515.93787,3.72764,2116.45314,REFPROP::R152a,43.87561
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.87891,79.50253,352.01883,23.17921,1477.92023,REFPROP::R152a,60.75715
39,5.87891,78.69561,543.40704,22.78627,2022.0343,REFPROP::R152a,98.07947
48,10.0,111.21021,466.79186,5.0,1431.85935,REFPROP::water,62.01947
49,10.0,84.50345,354.27645,5.0,1128.47061,REFPROP::water,35.40858
