,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.91375,12.0,220.67259,3.98114,1073.55182,REFPROP::R152a,43.90783
32,5.91375,13.10283,223.16389,23.74382,1074.85778,REFPROP::R152a,46.02934
33,5.91375,28.90507,251.02327,23.38766,1169.70663,REFPROP::R152a,47.03228
34,5.91375,115.0,607.09994,22.21828,2197.04112,REFPROP::R152a,112.21919
35,5.91375,42.24269,549.72364,4.12426,2217.43181,REFPROP::R152a,49.06927
36,5.91375,18.10283,521.86426,4.06239,2127.27766,REFPROP::R152a,46.73703
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.91375,79.11773,351.14859,22.99119,1475.52445,REFPROP::R152a,60.56528
39,5.91375,78.31238,543.39252,22.60143,2022.66495,REFPROP::R152a,97.88638
48,10.0,111.10537,466.34849,5.0,1430.70565,REFPROP::water,61.90277
49,10.0,84.11857,352.6602,5.0,1123.94914,REFPROP::water,35.07258
