,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,6.01611,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,6.01611,15.85696,227.91973,22.82629,1091.73495,REFPROP::R152a,46.00642
33,6.01611,32.84048,258.13568,22.82629,1193.30827,REFPROP::R152a,47.46188
34,6.01611,115.0,608.15416,21.68498,2202.20069,REFPROP::R152a,111.81248
35,6.01611,42.83463,549.04549,4.61666,2202.20069,REFPROP::R152a,52.7038
36,6.01611,16.85696,518.29013,4.61666,2100.62737,REFPROP::R152a,50.70893
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,6.01611,77.97433,348.57687,22.43933,1468.42672,REFPROP::R152a,60.00328
39,6.01611,77.17367,543.33068,22.05893,2024.50542,REFPROP::R152a,97.30341
48,10.0,110.7924,465.02497,5.0,1427.25987,REFPROP::water,61.55492
49,10.0,82.97505,347.85897,5.0,1110.48888,REFPROP::water,34.08262
