,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.77199,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.77199,11.11536,219.74477,24.16658,1062.71362,REFPROP::R152a,46.04885
33,5.77199,23.16626,240.79359,24.16658,1135.22648,REFPROP::R152a,46.56565
34,5.77199,115.0,605.61587,22.95825,2189.95054,REFPROP::R152a,112.74281
35,5.77199,30.73366,537.57172,3.72764,2189.95054,REFPROP::R152a,44.69867
36,5.77199,12.11536,516.21861,3.72764,2117.43768,REFPROP::R152a,43.87757
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.77199,80.67014,354.67449,23.7569,1485.21268,REFPROP::R152a,61.34796
39,5.77199,79.85846,543.43094,23.35416,2020.08409,REFPROP::R152a,98.65557
48,10.0,111.5267,468.13042,5.0,1435.34048,REFPROP::water,62.37235
49,10.0,85.67109,359.18047,5.0,1142.15993,REFPROP::water,36.43647
