,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.36004,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.36004,11.32833,220.23804,28.11802,1062.96954,REFPROP::R152a,46.46966
33,5.36004,17.2612,230.50302,27.69625,1098.83839,REFPROP::R152a,46.57837
34,5.36004,120.0,603.9294,27.69625,2167.45386,REFPROP::R152a,117.42628
35,5.36004,25.44761,531.32205,3.78441,2167.45386,REFPROP::R152a,44.81893
36,5.36004,16.32833,521.05706,3.72764,2134.27495,REFPROP::R152a,43.94855
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.36004,88.10076,372.18795,27.69625,1532.63056,REFPROP::R152a,65.43505
39,5.36004,88.10076,542.57369,27.69625,2004.2856,REFPROP::R152a,102.27167
48,10.0,112.23736,471.13661,5.0,1443.1481,REFPROP::water,63.1678
49,10.0,88.10159,369.39219,5.0,1170.52306,REFPROP::water,38.61717
