,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.47906,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.47906,11.04349,219.73033,27.5735,1061.3876,REFPROP::R152a,46.40987
33,5.47906,21.89992,238.62322,27.15989,1126.77711,REFPROP::R152a,46.78772
34,5.47906,120.0,605.05788,27.15989,2172.1788,REFPROP::R152a,117.2169
35,5.47906,32.67116,539.62313,3.78441,2194.92307,REFPROP::R152a,45.3421
36,5.47906,16.04349,520.73024,3.72764,2133.14539,REFPROP::R152a,43.94157
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.47906,87.13902,369.85376,27.15989,1526.37586,REFPROP::R152a,64.87188
39,5.47906,87.13902,542.78116,27.15989,2006.34442,REFPROP::R152a,101.89618
48,10.0,111.94545,469.9017,5.0,1439.94257,REFPROP::water,62.84055
49,10.0,87.13979,365.35054,5.0,1159.32025,REFPROP::water,37.7476
