,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.35742,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.35742,11.0674,219.78946,28.12965,1061.3876,REFPROP::R152a,46.469
33,5.35742,17.1582,230.32373,27.7077,1098.21665,REFPROP::R152a,46.57513
34,5.35742,120.0,603.90512,27.7077,2167.35306,REFPROP::R152a,117.43055
35,5.35742,25.4214,531.29195,3.78441,2167.35306,REFPROP::R152a,44.81737
36,5.35742,16.0674,520.75767,3.72764,2133.24024,REFPROP::R152a,43.94214
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.35742,88.12114,372.23767,27.7077,1532.76358,REFPROP::R152a,65.44711
39,5.35742,88.12114,542.56894,27.7077,2004.24122,REFPROP::R152a,102.27948
48,10.0,112.24362,471.16309,5.0,1443.21681,REFPROP::water,63.17483
49,10.0,88.12198,369.47788,5.0,1170.76025,REFPROP::water,38.63569
