,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,6.05994,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,6.05994,16.06451,228.28431,22.93016,1092.95727,REFPROP::R152a,46.0249
33,6.05994,34.47475,261.11442,22.58621,1203.10569,REFPROP::R152a,47.66648
34,6.05994,115.0,608.60123,21.4569,2204.42128,REFPROP::R152a,111.63079
35,6.05994,48.97802,556.13086,4.68696,2222.6593,REFPROP::R152a,53.99632
36,6.05994,21.06451,523.30076,4.61666,2117.78094,REFPROP::R152a,50.86252
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,6.05994,77.4788,347.4687,22.20332,1465.35999,REFPROP::R152a,59.76346
39,6.05994,76.68018,543.29545,21.82692,2025.28816,REFPROP::R152a,97.04655
48,10.0,110.65608,464.44857,5.0,1425.75834,REFPROP::water,61.40368
49,10.0,82.47952,345.77874,5.0,1104.64353,REFPROP::water,33.65751
