,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,6.00207,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,6.00207,16.20174,228.59119,25.3512,1093.1159,REFPROP::R152a,46.28687
33,6.00207,31.91316,256.47622,24.97093,1187.08559,REFPROP::R152a,47.56437
34,6.00207,118.0,607.31359,24.47151,2188.00887,REFPROP::R152a,114.99032
35,6.00207,44.94573,551.34884,4.68696,2207.72053,REFPROP::R152a,53.44421
36,6.00207,21.20174,523.46381,4.61666,2118.33503,REFPROP::R152a,50.86869
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,6.00207,82.73111,359.42064,24.80334,1498.17682,REFPROP::R152a,62.42331
39,6.00207,82.40775,543.37007,24.63687,2015.59791,REFPROP::R152a,99.86496
48,10.0,110.93882,465.64416,5.0,1428.87227,REFPROP::water,61.71755
49,10.0,84.73206,355.23649,5.0,1131.15404,REFPROP::water,35.60881
