,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.54601,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.54601,11.0122,219.65298,26.84601,1061.3876,REFPROP::R152a,46.33252
33,5.54601,24.46262,243.14958,26.84601,1142.16801,REFPROP::R152a,46.95615
34,5.54601,120.0,605.7113,26.84601,2174.9499,REFPROP::R152a,117.08567
35,5.54601,32.81923,539.96588,3.72764,2197.80216,REFPROP::R152a,44.86964
36,5.54601,12.0122,516.09998,3.72764,2117.02176,REFPROP::R152a,43.87671
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.54601,86.56936,368.48159,26.84601,1522.68993,REFPROP::R152a,64.54338
39,5.54601,86.56936,542.88894,26.84601,2007.53275,REFPROP::R152a,101.66748
48,10.0,111.77535,469.18215,5.0,1438.07365,REFPROP::water,62.65018
49,10.0,86.57028,362.9578,5.0,1152.67382,REFPROP::water,37.23679
