,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.60161,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,5.60161,16.0467,228.36759,26.98372,1091.73495,REFPROP::R152a,46.45428
33,5.60161,26.56585,246.88704,26.57896,1154.78064,REFPROP::R152a,47.12234
34,5.60161,120.0,606.26326,26.57896,2177.31163,REFPROP::R152a,116.96891
35,5.60161,36.87944,541.79904,4.68696,2177.31163,REFPROP::R152a,52.50469
36,5.60161,21.0467,523.27959,4.61666,2117.70902,REFPROP::R152a,50.86173
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.60161,86.08063,367.31035,26.57896,1519.53834,REFPROP::R152a,64.2645
39,5.60161,86.08063,542.9728,26.57896,2008.53466,REFPROP::R152a,101.46765
48,10.0,111.63078,468.57065,5.0,1436.48474,REFPROP::water,62.48858
49,10.0,86.08163,360.90497,5.0,1146.96321,REFPROP::water,36.80092
