,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.67632,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,5.67632,16.25056,228.70046,26.21132,1093.17318,REFPROP::R152a,46.37992
33,5.67632,29.35685,251.8797,26.21132,1171.49718,REFPROP::R152a,47.38171
34,5.67632,120.0,607.01735,26.21132,2180.57009,REFPROP::R152a,116.80037
35,5.67632,37.10142,542.27274,4.61666,2180.57009,REFPROP::R152a,52.05576
36,5.67632,17.25056,518.75989,4.61666,2102.24609,REFPROP::R152a,50.72035
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.67632,85.40156,365.69179,26.21132,1515.17491,REFPROP::R152a,63.88145
39,5.67632,85.40156,543.07656,26.21132,2009.90089,REFPROP::R152a,101.18456
48,10.0,111.43172,467.72867,5.0,1434.29596,REFPROP::water,62.26635
49,10.0,85.40241,358.05191,5.0,1139.01356,REFPROP::water,36.1988
