,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,6.12572,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,6.12572,16.03729,228.22353,22.45078,1092.92584,REFPROP::R152a,45.97302
33,6.12572,36.8719,265.512,22.22627,1217.47824,REFPROP::R152a,47.99447
34,6.12572,115.0,609.26733,21.11496,2207.76719,REFPROP::R152a,111.34949
35,6.12572,49.64682,556.9866,4.66329,2225.90088,REFPROP::R152a,53.93421
36,6.12572,18.03729,519.69814,4.61666,2105.4726,REFPROP::R152a,50.74501
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,6.12572,76.72836,345.79758,21.84949,1460.72587,REFPROP::R152a,59.40449
39,6.12572,75.93285,543.23272,21.47908,2026.45727,REFPROP::R152a,96.65279
48,10.0,110.44889,463.57253,5.0,1423.47521,REFPROP::water,61.1741
49,10.0,81.72921,342.62928,5.0,1095.77815,REFPROP::water,33.01828
