,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.76977,10.0,217.18898,3.72764,1061.3876,REFPROP::R152a,43.86852
32,5.76977,10.89716,219.36927,24.17876,1061.3876,REFPROP::R152a,46.04881
33,5.76977,23.07382,240.6301,24.17876,1134.67015,REFPROP::R152a,46.55969
34,5.76977,115.0,605.59247,22.96982,2189.8403,REFPROP::R152a,112.75063
35,5.76977,30.70447,537.53823,3.72764,2189.8403,REFPROP::R152a,44.69638
36,5.76977,11.89716,515.96769,3.72764,2116.55776,REFPROP::R152a,43.8758
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.76977,80.69409,354.72923,23.76887,1485.36269,REFPROP::R152a,61.36022
39,5.76977,79.88232,543.4311,23.36593,2020.04347,REFPROP::R152a,98.66723
48,10.0,111.53317,468.1578,5.0,1435.41164,REFPROP::water,62.37957
49,10.0,85.69506,359.28115,5.0,1142.44051,REFPROP::water,36.4577
