,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
31,5.78997,15.0,225.92839,4.38583,1091.73495,REFPROP::R152a,44.01508
32,5.78997,15.98515,228.22203,25.63208,1091.73495,REFPROP::R152a,46.30872
33,5.78997,33.5288,259.41725,25.63208,1196.45712,REFPROP::R152a,47.85185
34,5.78997,120.0,608.19215,25.63208,2185.72284,REFPROP::R152a,116.51617
35,5.78997,43.81877,550.20897,4.61666,2205.87705,REFPROP::R152a,52.82632
36,5.78997,16.98515,518.44314,4.61666,2101.15488,REFPROP::R152a,50.71258
41,10.0,120.0,504.02348,5.0,1527.63423,REFPROP::water,72.13243
42,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
38,5.78997,84.31662,363.12647,25.63208,1508.23935,REFPROP::R152a,63.27993
39,5.78997,84.31662,543.21282,25.63208,2012.02443,REFPROP::R152a,100.71954
48,10.0,111.11771,466.40065,5.0,1430.8414,REFPROP::water,61.91649
49,10.0,84.31757,353.49587,5.0,1126.28755,REFPROP::water,35.24613
