,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,11.64893,157.23713,511.0124,12.14795,1853.56246,REFPROP::R1336MZZZ,69.48434
12,11.64893,75.0,293.74737,11.54055,1299.77458,REFPROP::R1336MZZZ,9.02434
13,11.64893,29.79321,236.08964,11.36744,1122.57797,REFPROP::R1336MZZZ,1.53983
14,11.64893,5.0,236.08964,0.31368,1129.92378,REFPROP::R1336MZZZ,-0.54014
15,11.64893,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,11.64893,70.0,440.02672,0.29352,1845.28689,REFPROP::R1336MZZZ,0.84188
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,11.64893,123.94425,470.67291,11.94201,1756.61677,REFPROP::R1336MZZZ,56.59502
19,11.64893,123.11598,361.36784,11.73956,1481.40008,REFPROP::R1336MZZZ,25.21755
28,10.0,88.77422,372.21915,5.0,1178.34126,REFPROP::water,39.23041
29,10.0,118.94489,499.54782,5.0,1516.23484,REFPROP::water,70.88451
