,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,11.10388,165.46966,521.67119,11.48591,1880.42575,REFPROP::R1336MZZZ,72.53678
12,11.10388,75.0,293.7415,10.91161,1299.90485,REFPROP::R1336MZZZ,8.98159
13,11.10388,27.52121,233.28816,10.80249,1113.43339,REFPROP::R1336MZZZ,1.32764
14,11.10388,5.0,233.28816,0.31368,1119.85197,REFPROP::R1336MZZZ,-0.48978
15,11.10388,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,11.10388,73.0,442.82232,0.29501,1853.14411,REFPROP::R1336MZZZ,1.41271
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,11.10388,121.24205,469.0364,11.29119,1754.52372,REFPROP::R1336MZZZ,55.55115
19,11.10388,120.42477,357.35011,11.09978,1471.38055,REFPROP::R1336MZZZ,24.03685
28,10.0,86.83711,364.07882,5.0,1155.78902,REFPROP::water,37.47574
29,10.0,116.24275,488.09396,5.0,1486.92176,REFPROP::water,67.73064
