,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,11.45978,159.96307,514.59639,11.91418,1862.66268,REFPROP::R1336MZZZ,70.4916
12,11.45978,75.0,293.74529,11.31847,1299.82054,REFPROP::R1336MZZZ,9.00924
13,11.45978,32.11918,238.94378,11.14869,1132.01652,REFPROP::R1336MZZZ,1.72145
14,11.45978,8.0,238.94378,0.35983,1138.97243,REFPROP::R1336MZZZ,-0.24812
15,11.45978,7.55354,385.11135,0.35264,1659.8614,REFPROP::R1336MZZZ,-1.57026
16,11.45978,70.0,439.91285,0.34735,1836.50957,REFPROP::R1336MZZZ,3.21331
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,11.45978,123.00321,470.10808,11.71221,1755.8971,REFPROP::R1336MZZZ,56.23396
19,11.45978,122.17876,359.96451,11.51365,1477.90894,REFPROP::R1336MZZZ,24.80273
28,10.0,88.08782,369.33432,5.0,1170.36285,REFPROP::water,38.60465
29,10.0,118.00356,495.55639,5.0,1506.04283,REFPROP::water,69.77894
