,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,11.52243,158.43671,515.33948,10.25071,1870.70768,REFPROP::R1336MZZZ,68.95674
12,11.52243,70.0,287.12878,10.25071,1280.92825,REFPROP::R1336MZZZ,7.74209
13,11.52243,22.93679,227.6843,10.25071,1094.78743,REFPROP::R1336MZZZ,1.00339
14,11.52243,5.0,226.31646,0.31368,1094.78743,REFPROP::R1336MZZZ,-0.36446
15,11.52243,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,11.52243,70.0,440.01728,0.29799,1844.50065,REFPROP::R1336MZZZ,1.05506
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,11.52243,116.66468,466.16934,10.25071,1750.80863,REFPROP::R1336MZZZ,53.73602
19,11.52243,116.66468,351.79521,10.25071,1457.40219,REFPROP::R1336MZZZ,22.43992
28,10.0,87.76079,367.95998,5.0,1166.55661,REFPROP::water,38.30806
29,10.0,116.66501,489.88308,5.0,1491.51391,REFPROP::water,68.21949
