,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,12.33455,146.80872,500.30628,11.20174,1831.68811,REFPROP::R1336MZZZ,64.97193
12,12.33455,70.0,287.14096,11.20174,1280.74076,REFPROP::R1336MZZZ,7.80735
13,12.33455,28.19147,234.11561,11.03371,1116.12588,REFPROP::R1336MZZZ,1.39271
14,12.33455,5.0,232.25175,0.31368,1116.12588,REFPROP::R1336MZZZ,-0.47115
15,12.33455,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,12.33455,65.0,435.39433,0.29352,1831.68811,REFPROP::R1336MZZZ,0.05998
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,12.33455,120.86142,468.80238,11.20174,1754.22255,REFPROP::R1336MZZZ,55.40241
19,12.33455,120.86142,357.99953,11.20174,1473.0052,REFPROP::R1336MZZZ,24.22625
28,10.0,90.82703,380.84946,5.0,1202.11949,REFPROP::water,41.12791
29,10.0,120.86177,507.68035,5.0,1536.92552,REFPROP::water,73.15847
