,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,11.29491,158.17313,513.84537,11.04392,1864.08684,REFPROP::R1336MZZZ,69.33732
12,11.29491,72.0,289.77052,10.82304,1288.47026,REFPROP::R1336MZZZ,8.24831
13,11.29491,28.83881,234.89707,10.6607,1118.80735,REFPROP::R1336MZZZ,1.41491
14,11.29491,5.0,234.89707,0.31368,1125.63629,REFPROP::R1336MZZZ,-0.5187
15,11.29491,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,11.29491,67.0,437.24244,0.29352,1837.13735,REFPROP::R1336MZZZ,0.36514
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,11.29491,119.86366,468.185,10.9698,1753.42609,REFPROP::R1336MZZZ,55.01055
19,11.29491,119.54358,356.04235,10.89617,1468.10291,REFPROP::R1336MZZZ,23.65715
28,10.0,87.84217,368.30197,5.0,1167.50409,REFPROP::water,38.38177
29,10.0,117.86431,494.96605,5.0,1504.53334,REFPROP::water,69.61602
