,m [kg/s],T [°C],h [kJ/kg],p [bar],s [J/kgK],fluid,e^PH [kJ/kg]
11,11.56444,158.99177,513.34752,11.98231,1859.5405,REFPROP::R1336MZZZ,70.12677
12,11.56444,75.56443,294.49513,11.3832,1301.95745,REFPROP::R1336MZZZ,9.15402
13,11.56444,24.43741,229.54474,11.3832,1100.77678,REFPROP::R1336MZZZ,1.16794
14,11.56444,5.0,227.9824,0.31368,1100.77678,REFPROP::R1336MZZZ,-0.39441
15,11.56444,3.89892,382.36898,0.29799,1658.35984,REFPROP::R1336MZZZ,-3.88746
16,11.56444,75.56443,445.22,0.29799,1859.5405,REFPROP::R1336MZZZ,1.99925
21,10.0,70.0,293.44857,5.0,954.8526,REFPROP::water,23.74064
22,10.0,130.0,546.539,5.0,1634.42157,REFPROP::water,84.41111
18,11.56444,123.27894,470.27415,11.77919,1756.10902,REFPROP::R1336MZZZ,56.34002
19,11.56444,122.45337,360.37521,11.5795,1478.93162,REFPROP::R1336MZZZ,24.92387
28,10.0,88.15941,369.63517,5.0,1171.19561,REFPROP::water,38.66971
29,10.0,118.27969,496.72708,5.0,1509.0347,REFPROP::water,70.10249
